yearID	weekIndex	rank	appID	uniqueInstall	UU	useRate	totalDuration	avgDuration	dayCounts	genreID
Y1	48	73	N0624	185186	151625	81.88	35330141	233.01	3.35	G02
Y1	48	74	N0450	245997	147823	60.09	78359494	530.09	6.03	G04
Y1	48	75	N0568	255693	144817	56.64	31420944	216.97	4.2	G05
Y1	48	76	N0620	277365	144108	51.96	30294384	210.22	3.95	G03
Y1	48	77	N0601	443270	141917	32.02	21764391	153.36	3.52	G04
Y1	48	78	N0033	267996	141350	52.74	12659306	89.56	2.69	G03
Y1	48	79	N0488	281455	139990	49.74	5977573	42.7	3.44	G06
Y1	48	80	N0297	247961	125992	50.81	20078085	159.36	4.48	G09
Y1	48	81	N0278	244794	122473	50.03	472746	3.86	2.95	G07
Y1	48	82	N0602	209429	119183	56.91	10213983	85.7	2.73	G02
Y1	48	83	N0328	228275	119058	52.16	14357204	120.59	2.75	G03
Y1	48	84	N0008	240495	117531	48.87	10575439	89.98	2.3	G05
Y1	48	85	N0016	148241	115416	77.86	153503	1.33	1.15	G03
Y1	48	86	N0161	149251	113314	75.92	6741050	59.49	3.58	G04
Y1	48	87	N0534	157008	112857	71.88	1434412	12.71	2.17	G07
Y1	48	88	N0663	194389	110306	56.74	2447690	22.19	1.1	G10
Y1	48	89	N0664	127241	108341	85.15	29107976	268.67	4.08	G03
Y1	48	90	N0538	340522	101718	29.87	4902808	48.2	2.12	G01
Y1	48	91	N0487	273839	98397	35.93	2476652	25.17	3.99	G05
Y1	48	92	N0648	104658	97852	93.5	148735	1.52	2.18	G07
Y1	48	93	N0569	155029	97121	62.65	9146856	94.18	2.88	G07
Y1	48	94	N0591	148164	97077	65.52	423256	4.36	4.38	G07
Y1	48	95	N0665	96352	96352	100	2930064	30.41	1.75	G05
Y1	48	96	N0047	285457	95422	33.43	3251028	34.07	2.38	G05
Y1	48	97	N0632	284100	94928	33.41	237320	2.5	1.05	G06
Y1	48	98	N0410	135896	92667	68.19	2584483	27.89	1.72	G06
Y1	48	99	N0050	252985	90973	35.96	1897697	20.86	1.69	G07
Y1	48	100	N0647	89761	89761	100	555621	6.19	1.08	G04
Y1	49	1	N0003	3935284	2832939	71.99	476387022	168.16	4.63	G03
Y1	49	2	N0261	3574157	2814364	78.74	300574075	106.8	3.99	G05
Y1	49	3	N0580	2925400	2526168	86.35	454912333	180.08	4.98	G03
Y1	49	4	N0629	2533224	2392817	94.46	468609281	195.84	4.3	G03
Y1	49	5	N0379	3226290	2337782	72.46	327359613	140.03	4.3	G09
Y1	49	6	N0188	2775930	1986552	71.56	323311338	162.75	4.5	G03
Y1	49	7	N0542	2138800	1878819	87.84	692476319	368.57	5.06	G03
Y1	49	8	N0141	1977844	1421272	71.86	132235147	93.04	4.98	G05
Y1	49	9	N0649	2158617	1323133	61.3	152874787	115.54	3.59	G02
Y1	49	10	N0486	1326281	1076758	81.19	727931478	676.04	4.87	G10
Y1	49	11	N0018	1125234	815375	72.46	33658680	41.28	3.52	G07
Y1	49	12	N0638	1056449	809273	76.6	58364769	72.12	3.12	G01
Y1	49	13	N0012	1330061	788622	59.29	76165113	96.58	2.62	G04
Y1	49	14	N0001	1479367	717285	48.49	30699798	42.8	3.57	G01
Y1	49	15	N0595	906767	636337	70.18	148463785	233.31	3.91	G04
Y1	49	16	N0659	636207	603687	94.89	24835683	41.14	1.73	G03
Y1	49	17	N0006	916205	572082	62.44	192385456	336.29	5.12	G04
Y1	49	18	N0572	845813	523620	61.91	9802166	18.72	2.2	G05
Y1	49	19	N0177	1095943	479263	43.73	37138090	77.49	3.55	G03
Y1	49	20	N0159	524878	472244	89.97	102358887	216.75	5.24	G04
Y1	49	21	N0547	10843806	468620	4.32	304603	0.65	1.06	G07
Y1	49	22	N0525	466237	455491	97.7	4236066	9.3	1.12	G09
Y1	49	23	N0666	511410	449613	87.92	8331329	18.53	1.13	G10
Y1	49	24	N0641	481252	448075	93.11	27673112	61.76	1.78	G04
Y1	49	25	N0667	461256	442983	96.04	11291637	25.49	1.38	G10
Y1	49	26	N0668	455627	428125	93.96	12651094	29.55	1.38	G04
Y1	49	27	N0011	477346	404786	84.8	100901006	249.27	5.2	G04
Y1	49	28	N0669	402808	382619	94.99	28604596	74.76	1.39	G05
Y1	49	29	N0274	511173	364127	71.23	110924008	304.63	5.81	G06
Y1	49	30	N0005	842804	357405	42.41	10182468	28.49	2.15	G03
Y1	49	31	N0548	533747	355202	66.55	18793738	52.91	2.94	G02
Y1	49	32	N0670	599913	293525	48.93	17241659	58.74	1.52	G10
Y1	49	33	N0099	445179	283214	63.62	5961655	21.05	2.52	G04
Y1	49	34	N0034	401002	270279	67.4	42425695	156.97	3.47	G09
Y1	49	35	N0054	427959	269632	63	1582740	5.87	2.73	G07
Y1	49	36	N0581	285873	267977	93.74	62977275	235.01	4.93	G03
Y1	49	37	N0214	350702	266400	75.96	149932584	562.81	6.03	G04
Y1	49	38	N0529	616718	266360	43.19	31672868	118.91	2.43	G01
Y1	49	39	N0481	316519	265456	83.87	51137444	192.64	5.44	G04
Y1	49	40	N0330	392563	265447	67.62	79111169	298.03	4.8	G03
Y1	49	41	N0524	280660	253079	90.17	28820637	113.88	4.2	G04
Y1	49	42	N0651	382712	251751	65.78	18262018	72.54	4.04	G05
Y1	49	43	N0443	262201	248484	94.77	40724043	163.89	4.05	G09
Y1	49	44	N0567	497886	244315	49.07	19151853	78.39	3.84	G05
Y1	49	45	N0583	256395	240593	93.84	17849595	74.19	1.95	G04
Y1	49	46	N0551	336190	209069	62.19	18222454	87.16	2.43	G06
Y1	49	47	N0639	339305	207384	61.12	13610612	65.63	2.02	G10
Y1	49	48	N0662	275110	204694	74.4	8961503	43.78	1.82	G04
Y1	49	49	N0392	323724	200987	62.09	4701086	23.39	2.14	G05
Y1	49	50	N0017	300787	191447	63.65	128690673	672.2	6.19	G04
Y1	49	51	N0226	222717	188493	84.63	15004043	79.6	3.26	G06
Y1	49	52	N0665	376822	185957	49.35	4593138	24.7	1.51	G05
Y1	49	53	N0113	299918	185481	61.84	25627910	138.17	3.85	G04
Y1	49	54	N0150	213030	185176	86.93	24541375	132.53	3.49	G06
Y1	49	55	N0661	210216	184368	87.7	14640663	79.41	2.56	G02
Y1	49	56	N0654	241991	184312	76.16	9136346	49.57	2.51	G05
Y1	49	57	N0161	203878	182304	89.42	20576652	112.87	3.43	G04
Y1	49	58	N0273	189522	171565	90.53	56401994	328.75	6.62	G04
Y1	49	59	N0313	243716	170165	69.82	14326191	84.19	3.19	G06
Y1	49	60	N0019	361318	169886	47.02	3587992	21.12	1.94	G05
Y1	49	61	N0671	322323	168207	52.19	4134528	24.58	1.16	G10
Y1	49	62	N0413	306858	157781	51.42	2530807	16.04	2.04	G07
Y1	49	63	N0450	254774	157005	61.63	65759974	418.84	5.67	G04
Y1	49	64	N0454	157865	156528	99.15	36611899	233.9	5.74	G06
Y1	49	65	N0623	275863	155955	56.53	30592133	196.16	4.1	G03
Y1	49	66	N0033	299579	155410	51.88	14986186	96.43	2.77	G03
Y1	49	67	N0653	185727	153980	82.91	637477	4.14	2.61	G06
Y1	49	68	N0038	289405	151555	52.37	15320695	101.09	2.83	G02
Y1	49	69	N0297	249002	149325	59.97	20084213	134.5	3.92	G09
Y1	49	70	N0601	405709	148698	36.65	14521847	97.66	2.65	G04
Y1	49	71	N0543	186488	146508	78.56	15506407	105.84	2.49	G04
Y1	49	72	N0039	165595	146182	88.28	7924526	54.21	1.69	G05
Y1	49	73	N0278	237964	144704	60.81	484758	3.35	2.46	G07
Y1	49	74	N0037	164257	143375	87.29	21775795	151.88	4.73	G03
Y1	49	75	N0602	225009	139609	62.05	9909447	70.98	2.27	G02
Y1	49	76	N0534	157247	138722	88.22	1867198	13.46	2.65	G07
Y1	49	77	N0126	452510	138493	30.61	2757396	19.91	2.21	G05
Y1	49	78	N0672	214727	138201	64.36	569388	4.12	1.08	G02
Y1	49	79	N0437	237671	137434	57.83	12402044	90.24	5.24	G05
Y1	49	80	N0673	321165	136837	42.61	392722	2.87	1.07	G04
Y1	49	81	N0598	181023	134530	74.32	3600023	26.76	4.02	G10
Y1	49	82	N0568	239625	134221	56.01	7422421	55.3	2.27	G05
Y1	49	83	N0657	193079	132132	68.43	3391828	25.67	1.86	G07
Y1	49	84	N0583	148273	124633	84.06	3710324	29.77	1.24	G04
Y1	49	85	N0016	139939	123813	88.48	9011110	72.78	4.61	G03
Y1	49	86	N0674	148248	123499	83.31	2258797	18.29	1.13	G08
Y1	49	87	N0620	214605	122303	56.99	25780249	210.79	3.56	G03
Y1	49	88	N0582	273048	120595	44.17	10939172	90.71	3.66	G02
Y1	49	89	N0328	236587	118723	50.18	5665462	47.72	2.75	G03
Y1	49	90	N0538	334463	117939	35.26	10732449	91	2.54	G01
Y1	49	91	N0013	297925	117014	39.28	3815827	32.61	2.26	G05
Y1	49	92	N0025	145845	107540	73.74	850641	7.91	1.58	G03
Y1	49	93	N0047	264949	104912	39.6	2778070	26.48	2.21	G05
Y1	49	94	N0064	243514	104204	42.79	3266795	31.35	1.53	G05
Y1	49	95	N0607	182190	102960	56.51	28247076	274.35	3.24	G10
Y1	49	96	N0059	183147	98721	53.9	9739814	98.66	2.21	G03
Y1	49	97	N0675	109067	98379	90.2	3793494	38.56	4.19	G10
Y1	49	98	N0591	140294	95875	68.34	279955	2.92	3.2	G07
Y1	49	99	N0645	109435	94548	86.4	3371582	35.66	2.27	G05
Y1	49	100	N0663	195390	92357	47.27	1392744	15.08	1.22	G10
Y1	50	1	N0261	3707477	3030791	81.75	428038613	141.23	4.26	G05
Y1	50	2	N0003	3827465	2761095	72.14	486946714	176.36	4.69	G03
Y1	50	3	N0580	2829318	2445160	86.42	396335984	162.09	4.74	G03
Y1	50	4	N0629	2509606	2393675	95.38	469758719	196.25	4.76	G03
Y1	50	5	N0379	3149491	2050870	65.12	276887959	135.01	4.46	G09
Y1	50	6	N0542	2169368	1851687	85.36	722250514	390.05	5.03	G03
Y1	50	7	N0188	2782945	1848623	66.43	261450751	141.43	4.5	G03
Y1	50	8	N0141	1937761	1316326	67.93	107675467	81.8	4.82	G05
Y1	50	9	N0486	1307902	1076750	82.33	696011200	646.4	4.56	G10
Y1	50	10	N0649	2072854	1016232	49.03	147780457	145.42	4.24	G02
Y1	50	11	N0012	1316450	864591	65.68	78107151	90.34	2.61	G04
Y1	50	12	N0018	1129007	784926	69.52	28359376	36.13	3.52	G07
Y1	50	13	N0001	1432224	781496	54.57	33580883	42.97	3.73	G01
Y1	50	14	N0638	986135	736455	74.68	38575513	52.38	2.64	G01
Y1	50	15	N0667	689065	656849	95.32	22924030	34.9	1.79	G10
Y1	50	16	N0006	964493	603538	62.58	179021442	296.62	5.11	G04
Y1	50	17	N0676	546282	501499	91.8	3555628	7.09	1.04	G06
Y1	50	18	N0177	1030055	490114	47.58	55083912	112.39	3.54	G03
Y1	50	19	N0572	755111	479437	63.49	8466857	17.66	2.38	G05
Y1	50	20	N0064	554682	466342	84.07	22309801	47.84	1.77	G01
Y1	50	21	N0595	653706	451938	69.13	90545778	200.35	4.17	G04
Y1	50	22	N0547	11043364	443851	4.02	395027	0.89	1.08	G07
Y1	50	23	N0011	470164	440653	93.72	98076138	222.57	4.88	G04
Y1	50	24	N0677	472810	417126	88.22	21310967	51.09	2.1	G04
Y1	50	25	N0659	560812	407901	72.73	11180566	27.41	2.19	G03
Y1	50	26	N0678	408669	395979	96.89	19521765	49.3	1.31	G03
Y1	50	27	N0628	424670	391817	92.26	24378854	62.22	1.86	G04
Y1	50	28	N0159	492111	374149	76.03	118174962	315.85	5.71	G04
Y1	50	29	N0005	848800	360616	42.49	10656203	29.55	1.98	G03
Y1	50	30	N0330	434987	336716	77.41	60208188	178.81	3.78	G03
Y1	50	31	N0679	410347	316975	77.25	21750825	68.62	1.87	G10
Y1	50	32	N0274	467199	316450	67.73	105899993	334.65	6.25	G06
Y1	50	33	N0525	335777	310114	92.36	10674124	34.42	1.56	G09
Y1	50	34	N0443	319840	304213	95.11	40101358	131.82	3.91	G09
Y1	50	35	N0034	399814	292743	73.22	29874423	102.05	3.14	G09
Y1	50	36	N0054	422993	290814	68.75	2547531	8.76	2.62	G07
Y1	50	37	N0567	431640	273104	63.27	10263248	37.58	2.74	G05
Y1	50	38	N0529	596169	271990	45.62	41073210	151.01	2.99	G01
Y1	50	39	N0214	343874	260169	75.66	121709660	467.81	6.09	G04
Y1	50	40	N0668	293878	248212	84.46	16746864	67.47	1.41	G04
Y1	50	41	N0099	458136	240902	52.58	6504354	27	2.58	G04
Y1	50	42	N0481	297870	240566	80.76	74957960	311.59	5.83	G04
Y1	50	43	N0680	537870	231744	43.09	10238450	44.18	1.4	G03
Y1	50	44	N0665	269741	231080	85.67	5575960	24.13	1.56	G05
Y1	50	45	N0524	238684	218851	91.69	27706537	126.6	4.38	G04
Y1	50	46	N0113	302129	216086	71.52	19179793	88.76	3.03	G04
Y1	50	47	N0475	234702	207811	88.54	78901680	379.68	3	G10
Y1	50	48	N0548	400520	207586	51.83	14024510	67.56	3.85	G02
Y1	50	49	N0017	276772	207280	74.89	170576930	822.93	5.12	G04
Y1	50	50	N0126	448396	202371	45.13	4814406	23.79	1.89	G05
Y1	50	51	N0641	256288	199506	77.84	39224875	196.61	3.25	G04
Y1	50	52	N0581	222464	198192	89.09	47659230	240.47	4.24	G03
Y1	50	53	N0551	292874	192706	65.8	13221559	68.61	2.3	G06
Y1	50	54	N0669	192631	185223	96.15	12043199	65.02	2.38	G05
Y1	50	55	N0273	175521	173681	98.95	53391276	307.41	5.56	G04
Y1	50	56	N0673	329170	170392	51.76	7427387	43.59	1.4	G04
Y1	50	57	N0454	184621	169971	92.06	34521110	203.1	4.83	G06
Y1	50	58	N0161	232191	165918	71.46	32227912	194.24	5.24	G04
Y1	50	59	N0568	214219	162466	75.84	10206114	62.82	2.33	G05
Y1	50	60	N0651	230147	156440	67.97	14636526	93.56	4.98	G05
Y1	50	61	N0392	322238	154519	47.95	5955162	38.54	2.81	G05
Y1	50	62	N0450	238304	152722	64.09	66247749	433.78	5.25	G04
Y1	50	63	N0681	434586	152427	35.07	2711676	17.79	1.08	G10
Y1	50	64	N0019	341401	152339	44.62	5232845	34.35	2.2	G05
Y1	50	65	N0601	374363	148816	39.75	12170172	81.78	3.08	G04
Y1	50	66	N0598	148699	147289	99.05	2355151	15.99	3.82	G10
Y1	50	67	N0033	312285	147093	47.1	12313155	83.71	3.02	G03
Y1	50	68	N0639	235032	144239	61.37	3603090	24.98	2.44	G10
Y1	50	69	N0037	156154	141176	90.41	16530298	117.09	4.25	G03
Y1	50	70	N0226	200891	140948	70.16	15501461	109.98	4.67	G06
Y1	50	71	N0413	273890	137259	50.11	1222978	8.91	2.1	G07
Y1	50	72	N0624	147939	136525	92.28	31683357	232.07	3.96	G02
Y1	50	73	N0013	303863	136017	44.76	1445861	10.63	1.37	G05
Y1	50	74	N0328	196482	133195	67.79	4659161	34.98	2.41	G03
Y1	50	75	N0625	156058	131456	84.24	1133151	8.62	1.44	G03
Y1	50	76	N0150	217666	127270	58.47	28649750	225.11	4.92	G06
Y1	50	77	N0602	204008	126097	61.81	6760060	53.61	2.43	G02
Y1	50	78	N0682	156269	125724	80.45	1867001	14.85	2.08	G03
Y1	50	79	N0064	245622	121109	49.31	3914243	32.32	1.54	G05
Y1	50	80	N0661	149235	120529	80.76	8802233	73.03	3.49	G02
Y1	50	81	N0038	291835	118447	40.59	22398328	189.1	3.57	G02
Y1	50	82	N0652	137055	118343	86.35	4476916	37.83	1.69	G03
Y1	50	83	N0437	223686	116844	52.24	11287130	96.6	5.89	G05
Y1	50	84	N0683	141973	116389	81.98	2855022	24.53	1.16	G10
Y1	50	85	N0297	223501	114566	51.26	16302742	142.3	4.42	G09
Y1	50	86	N0039	169883	113592	66.86	1965142	17.3	2.25	G05
Y1	50	87	N0085	414322	113259	27.34	279750	2.47	1.79	G07
Y1	50	88	N0650	159584	112969	70.79	1138728	10.08	1.35	G04
Y1	50	89	N0582	257505	112792	43.8	9481296	84.06	3.31	G02
Y1	50	90	N0066	219669	112196	51.08	1469768	13.1	1.49	G03
Y1	50	91	N0664	124250	107693	86.67	25865705	240.18	4.21	G03
Y1	50	92	N0312	151409	106130	70.1	2442051	23.01	1.35	G10
Y1	50	93	N0047	268958	104547	38.87	2403536	22.99	1.93	G05
Y1	50	94	N0313	244388	102018	41.74	16237185	159.16	3.88	G06
Y1	50	95	N0278	226701	98573	43.48	386406	3.92	2.84	G07
Y1	50	96	N0016	114535	98500	86	14895170	151.22	5.31	G03
Y1	50	97	N0623	133613	98120	73.44	33581570	342.25	5.09	G03
Y1	50	98	N0647	101119	97947	96.86	280128	2.86	1.02	G04
Y1	50	99	N0684	97768	97768	100	4697752	48.05	2.49	G07
Y1	50	100	N0685	105208	97563	92.73	22122410	226.75	4.49	G05
Y1	51	1	N0261	3806623	3165258	83.15	475295141	150.16	4.27	G05
Y1	51	2	N0003	3781452	2741923	72.51	451539880	164.68	4.61	G03
Y1	51	3	N0580	3047718	2665014	87.44	406521236	152.54	4.59	G03
Y1	51	4	N0629	2633893	2426047	92.11	463835926	191.19	4.98	G03
Y1	51	5	N0379	3112958	2069647	66.48	263052134	127.1	4.27	G09
Y1	51	6	N0542	2210655	1943758	87.93	886373086	456.01	5.17	G03
Y1	51	7	N0188	2737221	1895594	69.25	279789674	147.6	4.27	G03
Y1	51	8	N0141	1981329	1416401	71.49	131668637	92.96	4.89	G05
Y1	51	9	N0649	2110342	1009056	47.81	142771333	141.49	4.07	G02
Y1	51	10	N0486	1272931	963915	75.72	734252612	761.74	4.78	G10
Y1	51	11	N0159	1000226	903085	90.29	160658822	177.9	3.6	G04
Y1	51	12	N0012	1333320	880230	66.02	96631649	109.78	2.77	G04
Y1	51	13	N0001	1458847	796962	54.63	42860616	53.78	3.93	G01
Y1	51	14	N0686	789022	759064	96.2	13116626	17.28	1.21	G05
Y1	51	15	N0687	856360	749966	87.58	57792380	77.06	2.18	G10
Y1	51	16	N0018	1123855	747978	66.55	34496745	46.12	3.59	G07
Y1	51	17	N0638	929128	693772	74.67	40627288	58.56	2.71	G01
Y1	51	18	N0679	679946	601936	88.53	22217458	36.91	1.63	G10
Y1	51	19	N0006	895102	544215	60.8	153550262	282.15	5.01	G04
Y1	51	20	N0572	766004	484019	63.19	7429692	15.35	2.09	G05
Y1	51	21	N0177	980928	466973	47.61	59356938	127.11	3.7	G03
Y1	51	22	N0011	483622	458768	94.86	111916454	243.95	5.09	G04
Y1	51	23	N0628	553647	449733	81.23	32947440	73.26	2.1	G04
Y1	51	24	N0581	468167	435033	92.92	47944987	110.21	3.2	G03
Y1	51	25	N0595	583520	415159	71.15	124074419	298.86	4.78	G04
Y1	51	26	N0547	11649673	406466	3.49	296720	0.73	1.12	G07
Y1	51	27	N0548	551369	350831	63.63	31525674	89.86	3.16	G02
Y1	51	28	N0005	837643	330252	39.43	9138073	27.67	2.1	G03
Y1	51	29	N0688	345251	323274	93.63	2421322	7.49	1.14	G04
Y1	51	30	N0054	404057	317933	78.69	2311373	7.27	2.46	G07
Y1	51	31	N0443	328195	317381	96.7	49597129	156.27	4.17	G09
Y1	51	32	N0274	437218	312071	71.38	81157184	260.06	6.11	G06
Y1	51	33	N0330	437876	295887	67.57	74169994	250.67	4.48	G03
Y1	51	34	N0064	517255	292853	56.62	25466497	86.96	2.64	G01
Y1	51	35	N0214	346735	274627	79.2	158190645	576.02	6.1	G04
Y1	51	36	N0659	433898	271141	62.49	18884971	69.65	2.59	G03
Y1	51	37	N0689	476520	264954	55.6	1022722	3.86	1.03	G10
Y1	51	38	N0567	488400	261555	53.55	10956539	41.89	2.41	G05
Y1	51	39	N0680	441168	260864	59.13	26610737	102.01	3.15	G03
Y1	51	40	N0017	288910	252481	87.39	95978127	380.14	4.72	G04
Y1	51	41	N0481	301955	250827	83.07	61372350	244.68	5.63	G04
Y1	51	42	N0525	288127	241691	83.88	16584836	68.62	2.8	G09
Y1	51	43	N0529	538487	239981	44.57	17717797	73.83	2.57	G01
Y1	51	44	N0690	244981	232643	94.96	4569109	19.64	1.23	G02
Y1	51	45	N0034	402577	231107	57.41	29392188	127.18	3.17	G09
Y1	51	46	#N/A	242898	212370	87.43	874964	4.12	1.03	G04
Y1	51	47	N0524	226130	211057	93.33	23416774	110.95	4.41	G04
Y1	51	48	N0551	324203	208788	64.4	25442906	121.86	2.57	G06
Y1	51	49	N0692	456911	207051	45.32	5507557	26.6	1.45	G05
Y1	51	50	N0413	301518	203651	67.54	1278928	6.28	1.54	G07
Y1	51	51	N0693	277527	202121	72.83	2186949	10.82	1.33	G05
Y1	51	52	N0113	291786	199685	68.44	24064039	120.51	3.29	G04
Y1	51	53	N0677	251938	195677	77.67	10484374	53.58	2.72	G04
Y1	51	54	N0667	284431	183619	64.56	15749002	85.77	3.16	G10
Y1	51	55	N0099	375187	183350	48.87	7510016	40.96	3.13	G04
Y1	51	56	N0126	442904	182563	41.22	5995369	32.84	2.23	G05
Y1	51	57	N0694	246005	170500	69.31	550715	3.23	1	G03
Y1	51	58	N0695	170354	169072	99.25	1503050	8.89	1.52	G05
Y1	51	59	N0273	171959	166727	96.96	28003467	167.96	2.45	G04
Y1	51	60	N0454	189390	165948	87.62	57318439	345.4	6.42	G06
Y1	51	61	N0651	230353	165758	71.96	15786792	95.24	3.83	G05
Y1	51	62	N0678	202452	165226	81.61	9118823	55.19	1.72	G03
Y1	51	63	N0019	341912	164281	48.05	4994142	30.4	2.13	G05
Y1	51	64	N0601	378485	164124	43.36	9537246	58.11	2.2	G04
Y1	51	65	N0313	233905	161255	68.94	19984332	123.93	3.24	G06
Y1	51	66	N0450	251300	161072	64.1	61495679	381.79	5.4	G04
Y1	51	67	N0161	233247	159739	68.48	21013665	131.55	4.8	G04
Y1	51	68	N0150	202224	151947	75.14	25495187	167.79	4.39	G06
Y1	51	69	N0665	153075	151437	98.93	1403821	9.27	2.13	G05
Y1	51	70	N0038	300464	147842	49.2	16692840	112.91	3.45	G02
Y1	51	71	N0033	315412	145701	46.19	10813928	74.22	2.42	G03
Y1	51	72	N0676	188083	141337	75.15	14905400	105.46	1.87	G06
Y1	51	73	N0634	169879	138074	81.28	7522272	54.48	2	G04
Y1	51	74	N0624	167427	137481	82.11	27027390	196.59	3.06	G02
Y1	51	75	N0226	205025	136526	66.59	22678334	166.11	5.65	G06
Y1	51	76	N0037	144867	135689	93.66	17658566	130.14	4	G03
Y1	51	77	N0392	250928	132976	52.99	10107506	76.01	3.16	G05
Y1	51	78	N0602	226162	127989	56.59	13441405	105.02	2.83	G02
Y1	51	79	N0008	241971	121266	50.12	14396700	118.72	2.87	G05
Y1	51	80	N0568	213263	114941	53.9	11080312	96.4	3.73	G05
Y1	51	81	N0026	262654	114381	43.55	4254973	37.2	1.65	G05
Y1	51	82	N0278	230000	113583	49.38	277143	2.44	2.27	G07
Y1	51	83	N0696	113445	113445	100	468528	4.13	5.2	G07
Y1	51	84	N0437	208848	113269	54.23	7731742	68.26	4.63	G05
Y1	51	85	N0065	199855	112486	56.28	3715413	33.03	1.36	G05
Y1	51	86	N0328	160422	111998	69.81	5424063	48.43	2.94	G03
Y1	51	87	N0582	234365	111708	47.66	12710136	113.78	4.23	G02
Y1	51	88	N0641	152544	110097	72.17	34642021	314.65	4.56	G04
Y1	51	89	N0697	109304	109304	100	11332639	103.68	2.6	G05
Y1	51	90	N0047	253562	105147	41.47	1190264	11.32	1.71	G05
Y1	51	91	N0297	231550	104601	45.17	12926592	123.58	4.21	G09
Y1	51	92	N0066	251863	103504	41.1	1731622	16.73	1.71	G03
Y1	51	93	N0654	151208	102916	68.06	1920413	18.66	2.59	G05
Y1	51	94	N0016	116882	100764	86.21	13558804	134.56	4.04	G03
Y1	51	95	N0475	150548	98223	65.24	75820298	771.92	4.71	G10
Y1	51	96	N0661	115151	97969	85.08	17593273	179.58	4.76	G02
Y1	51	97	N0698	101520	97324	95.87	2282248	23.45	1.4	G06
Y1	51	98	N0489	163437	95223	58.26	6449454	67.73	3.65	G04
Y1	51	99	N0085	434898	92896	21.36	205300	2.21	1.82	G07
Y1	51	100	N0652	109333	89713	82.05	3767946	42	1.79	G03
Y1	52	1	N0261	4402702	3551560	80.67	558553841	157.27	4.22	G05
Y1	52	2	N0003	4045993	3000018	74.15	450962706	150.32	4.49	G03
Y1	52	3	N0629	3206395	2752115	85.83	498738280	181.22	4.72	G03
Y1	52	4	N0580	3105273	2587041	83.31	383916884	148.4	4.7	G03
Y1	52	5	N0542	2669568	2394482	89.7	1093823322	456.81	5.17	G03
Y1	52	6	N0188	2979244	2187187	73.41	370356375	169.33	4.38	G03
Y1	52	7	N0379	3296710	2001798	60.72	297427147	148.58	4.19	G09
Y1	52	8	N0141	1984915	1341942	67.61	113340421	84.46	4.75	G05
Y1	52	9	N0012	1728645	1171895	67.79	186882096	159.47	3.07	G04
Y1	52	10	N0699	1533716	1151782	75.1	87063201	75.59	1.94	G05
Y1	52	11	N0649	2286478	1115844	48.8	144334421	129.35	3.98	G02
Y1	52	12	N0486	1359593	1000811	73.61	662416785	661.88	4.97	G10
Y1	52	13	N0001	1582929	848264	53.59	60396397	71.2	4.14	G01
Y1	52	14	N0018	1299030	835193	64.29	38393822	45.97	3.82	G07
Y1	52	15	N0159	895341	797268	89.05	210151872	263.59	4.41	G04
Y1	52	16	N0700	619070	604025	97.57	27561661	45.63	1.35	G10
Y1	52	17	N0006	949393	601603	63.37	171541079	285.14	5.12	G04
Y1	52	18	N0687	790017	586396	74.23	60111454	102.51	2.58	G10
Y1	52	19	N0177	1058815	552946	52.22	48908074	88.45	3.58	G03
Y1	52	20	N0547	13254094	549973	4.15	478477	0.87	1.09	G07
Y1	52	21	N0690	550252	518920	94.31	6912014	13.32	1.86	G02
Y1	52	22	N0011	549358	512984	93.38	110548052	215.5	5.02	G04
Y1	52	23	N0679	879153	504189	57.35	50343272	99.85	1.85	G10
Y1	52	24	N0638	799206	496603	62.14	40790970	82.14	2.84	G01
Y1	52	25	N0692	591171	464781	78.62	15509742	33.37	1.99	G05
Y1	52	26	N0572	800409	448462	56.03	14162430	31.58	2.61	G05
Y1	52	27	N0595	579130	409336	70.68	150197658	366.93	4.96	G04
Y1	52	28	N0548	599495	387225	64.59	40283017	104.03	3.97	G02
Y1	52	29	N0330	526188	386866	73.52	81315365	210.19	4.63	G03
Y1	52	30	N0443	394375	381481	96.73	90101997	236.19	4.34	G09
Y1	52	31	N0628	403707	353954	87.68	54767302	154.73	2.84	G04
Y1	52	32	N0005	922421	345302	37.43	17789959	51.52	2.24	G03
Y1	52	33	N0274	454028	341396	75.19	73867853	216.37	5.47	G06
Y1	52	34	N0064	525092	330449	62.93	19341180	58.53	1.99	G01
Y1	52	35	N0701	320811	320811	100	4475313	13.95	1.37	G03
Y1	52	36	N0126	587287	299260	50.96	6739335	22.52	2.29	G05
Y1	52	37	N0702	419970	287552	68.47	2070374	7.2	1.1	G04
Y1	52	38	N0581	358102	270357	75.5	51397569	190.11	4.52	G03
Y1	52	39	N0214	417819	268217	64.19	125992254	469.74	5.93	G04
Y1	52	40	N0099	492617	267170	54.23	10216581	38.24	2.75	G04
Y1	52	41	N0481	349294	252244	72.22	56083931	222.34	5.42	G04
Y1	52	42	N0033	453515	243625	53.72	21960358	90.14	2.84	G03
Y1	52	43	N0567	533654	242367	45.42	8482845	35	2.69	G05
Y1	52	44	N0525	295294	233210	78.98	25398901	108.91	3.19	G09
Y1	52	45	N0624	263685	208405	79.04	13863101	66.52	2.35	G02
Y1	52	46	N0551	381102	202606	53.16	32473690	160.28	3.38	G06
Y1	52	47	N0054	416183	198373	47.66	1412416	7.12	2.72	G07
